0.010702209,0.674932432
0.099003906,0.805878378
0.105187988,0.811891892
0.099121094,0.810337838
0.09921875,0.813716216
0.100917969,0.814662162
0.101494141,0.81472973
0.098378906,0.817702703
0.100625,0.816756757
0.097890625,0.816013514
0.098320313,0.815337838
0.098984375,0.816351351
0.094924316,0.815810811
0.097773438,0.814932432
0.09578125,0.816081081
0.09921875,0.814797297
0.09796875,0.815878378
0.108359375,0.816013514
0.10515625,0.816013514
0.107421875,0.816824324
0.112265625,0.817567568
0.1146875,0.816283784
0.112734375,0.817972973
0.11609375,0.815945946
0.1115625,0.816756757
0.1171875,0.817162162
0.11625,0.815675676
0.1184375,0.815540541
0.11375,0.814324324
0.113828125,0.815337838
