Model2,0,0.0625,0.817567568
Model2,0,0.125,0.797297297
Model2,0,0.125,0.763513514
Model2,0,0.125,0.77027027
Model2,0,0.0625,0.810810811
Model2,0,0.125,0.763513514
Model2,0,0.0625,0.824324324
Model2,0,0.125,0.810810811
Model2,0,0.03125,0.864864865
Model2,0,0.125,0.810810811
Model2,0,0.125,0.790540541
Model2,0,0.015625,0.790540541
Model2,0,0.125,0.851351351
Model2,0,0.0625,0.858108108
Model2,0,0.0625,0.804054054
Model2,0,0.25,0.777027027
Model2,0,0.125,0.837837838
Model2,0,0.125,0.810810811
Model2,0,0.03125,0.864864865
Model2,0,0.125,0.736486486
Model2,0,0.125,0.817567568
Model2,0,0.0625,0.837837838
Model2,0,0.125,0.810810811
Model2,0,0.125,0.797297297
Model2,0,0.125,0.824324324
Model2,0,0.125,0.797297297
Model2,0,0.0625,0.790540541
Model2,0,0.0625,0.790540541
Model2,0,0.0625,0.831081081
Model2,0,0.0625,0.851351351
Model2,0,0.0625,0.817567568
Model2,0,0.125,0.804054054
Model2,0,0.125,0.831081081
Model2,0,0.125,0.790540541
Model2,0,0.0625,0.844594595
Model2,0,0.125,0.77027027
Model2,0,0.125,0.810810811
Model2,0,0.0625,0.831081081
Model2,0,0.125,0.878378378
Model2,0,0.0625,0.797297297
Model2,0,0.125,0.804054054
Model2,0,0.0625,0.77027027
Model2,0,0.0625,0.790540541
Model2,0,0.0625,0.810810811
Model2,0,0.125,0.790540541
Model2,0,0.0625,0.810810811
Model2,0,0.125,0.810810811
Model2,0,0.125,0.817567568
Model2,0,0.125,0.824324324
Model2,0,0.125,0.844594595
Model2,0,0.125,0.804054054
Model2,0,0.0625,0.817567568
Model2,0,0.0625,0.844594595
Model2,0,0.125,0.837837838
Model2,0,0.125,0.72972973
Model2,0,0.0625,0.858108108
Model2,0,0.0625,0.756756757
Model2,0,0.03125,0.837837838
Model2,0,0.125,0.817567568
Model2,0,0.125,0.763513514
Model2,0,0.125,0.810810811
Model2,0,0.125,0.810810811
Model2,0,0.125,0.824324324
Model2,0,0.125,0.804054054
Model2,0,0.125,0.783783784
Model2,0,0.125,0.817567568
Model2,0,0.125,0.797297297
Model2,0,0.125,0.810810811
Model2,0,0.125,0.790540541
Model2,0,0.0625,0.790540541
Model2,0,0.0625,0.837837838
Model2,0,0.0625,0.777027027
Model2,0,0.125,0.831081081
Model2,0,0.125,0.783783784
Model2,0,0.125,0.77027027
Model2,0,0.0625,0.783783784
Model2,0,0.25,0.817567568
Model2,0,0.03125,0.810810811
Model2,0,0.25,0.736486486
Model2,0,0.125,0.797297297
Model2,0,0.125,0.824324324
Model2,0,0.125,0.831081081
Model2,0,0.125,0.790540541
Model2,0,0.125,0.831081081
Model2,0,0.125,0.790540541
Model2,0,0.125,0.817567568
Model2,0,0.125,0.851351351
Model2,0,0.125,0.837837838
Model2,0,0.0625,0.804054054
Model2,0,0.0625,0.804054054
Model2,0,0.0625,0.810810811
Model2,0,0.0625,0.790540541
Model2,0,0.125,0.851351351
Model2,0,0.125,0.783783784
Model2,0,0.0625,0.810810811
Model2,0,0.125,0.824324324
Model2,0,0.125,0.831081081
Model2,0,0.125,0.736486486
Model2,0,0.125,0.810810811
Model2,0,0.25,0.736486486
Model2,0,0,0.797297297
Model2,0,0.015625,0.824324324
Model2,0,0.0078125,0.797297297
Model2,0,0.0625,0.75
Model2,0,0,0.844594595
Model2,0,0.0625,0.817567568
Model2,0,0,0.844594595
Model2,0,0.00390625,0.810810811
Model2,0,0,0.837837838
Model2,0,0,0.817567568
Model2,0,0.125,0.824324324
Model2,0,0.03125,0.837837838
Model2,0,0.03125,0.790540541
Model2,0,0.125,0.736486486
Model2,0,0.125,0.736486486
Model2,0,0,0.790540541
Model2,0,0,0.817567568
Model2,0,0.0625,0.837837838
Model2,0,0,0.824324324
Model2,0,0.0625,0.790540541
Model2,0,0,0.864864865
Model2,0,0,0.824324324
Model2,0,0.0625,0.763513514
Model2,0,0.0625,0.783783784
Model2,0,0,0.790540541
Model2,0,0,0.790540541
Model2,0,0,0.817567568
Model2,0,0,0.878378378
Model2,0,0.0078125,0.756756757
Model2,0,0,0.790540541
Model2,0,0.125,0.736486486
Model2,0,0.125,0.837837838
Model2,0,0.0078125,0.831081081
Model2,0,0.0625,0.851351351
Model2,0,0,0.844594595
Model2,0,0.125,0.810810811
Model2,0,0.03125,0.831081081
Model2,0,0.125,0.824324324
Model2,0,0.0625,0.783783784
Model2,0,0.015625,0.824324324
Model2,0,0.125,0.783783784
Model2,0,0.0625,0.810810811
Model2,0,0.125,0.797297297
Model2,0,6.10E-05,0.804054054
Model2,0,0.0625,0.736486486
Model2,0,0.125,0.831081081
Model2,0,0.015625,0.831081081
Model2,0,0.0625,0.810810811
Model2,0,0.03125,0.810810811
Model2,0,0.0625,0.831081081
Model2,0,0,0.858108108
Model2,0,0,0.817567568
Model2,0,0.000244141,0.777027027
Model2,0,0.125,0.790540541
Model2,0,0.03125,0.858108108
Model2,0,0.015625,0.810810811
Model2,0,0.125,0.797297297
Model2,0,0.0625,0.824324324
Model2,0,0.125,0.810810811
Model2,0,0.125,0.824324324
Model2,0,0.125,0.810810811
Model2,0,0.0625,0.810810811
Model2,0,0.0625,0.804054054
Model2,0,0.0625,0.783783784
Model2,0,0.015625,0.804054054
Model2,0,0.0078125,0.810810811
Model2,0,0.125,0.851351351
Model2,0,0,0.797297297
Model2,0,0.125,0.763513514
Model2,0,0,0.75
Model2,0,0.0625,0.810810811
Model2,0,0,0.783783784
Model2,0,0.25,0.736486486
Model2,0,0.125,0.837837838
Model2,0,0,0.790540541
Model2,0,0.0625,0.763513514
Model2,0,0.03125,0.810810811
Model2,0,0.00390625,0.851351351
Model2,0,0.125,0.77027027
Model2,0,0.03125,0.837837838
Model2,0,0.015625,0.763513514
Model2,0,0.03125,0.763513514
Model2,0,0.125,0.810810811
Model2,0,0.0078125,0.797297297
Model2,0,0.125,0.817567568
Model2,0,0,0.817567568
Model2,0,0.125,0.790540541
Model2,0,0.0078125,0.804054054
Model2,0,0.03125,0.804054054
