0,0,269,0.9739,784.345677,0.371747212
0,0,269,0.9729,762.353917,
0,0.1,256,0.9735,682.095081,
0,0.3,282,0.9723,821.858418,
0,1,264,0.9737,721.647584,
2,0,156,0.9833,358.414491,
2,0.1,156,0.9847,351.772582,
2,0.3,153,0.9837,332.305945,
2,1,157,0.9849,349.800032,
0,1,137,721.074472,,
1,1,133,667.546249,,
0,0.1,181,390.735228,,
0,1,204,463.612111,0.490196078,
1,1,699,3799.665955,0.143061516,
2,1,597,2657.181396,0.167504188,
